First Attempt,Anon Student Id,Problem,KC (Original)
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(WALL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(WALL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(AREA QUESTION1),ALT:TRAPEZOID-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(AREA QUESTION1),ALT:TRAPEZOID-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_ABCD(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_AREA(AREA QUESTION1),ALT:TRAPEZOID-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_AREA(AREA QUESTION1),ALT:TRAPEZOID-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_AREA(AREA QUESTION1),ALT:TRAPEZOID-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_HEIGHT(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_HEIGHT(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRAPEZOID_BASE(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_ABC(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_ABC(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_ABC(BASE QUESTION3),ALT:TRIANGLE-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_TRIANGLE(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_TRIANGLE(AREA QUESTION1),ALT:TRIANGLE-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(AREA QUESTION1),ALT:PENTAGON-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(SIDE QUESTION3),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON(SIDE QUESTION3),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_RECTANGLE(BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_RECTANGLE(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION2),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION2),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION3),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(AREA QUESTION3),ALT:TRIANGLE-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(WHITE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDESIGNING_A_QUILT(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(AREA QUESTION1),ALT:PENTAGON-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(AREA QUESTION1),ALT:PENTAGON-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(AREA QUESTION1),ALT:PENTAGON-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(APOTHEM QUESTION2),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(SIDE QUESTION3),ALT:PENTAGON-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPENTAGON_ABCDE(SIDE QUESTION3),ALT:PENTAGON-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(RADIUS QUESTION1),ALT:CIRCLE-RADIUS
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(AREA QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(AREA QUESTION2),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(RADIUS QUESTION3),ALT:CIRCLE-RADIUS
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(RADIUS QUESTION4),ALT:CIRCLE-RADIUS
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_O(AREA QUESTION4),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_CIRCLE(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_SQUARE(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_SQUARE(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_SQUARE(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_SQUARE(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaPOGS(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTRIANGLE_AREA(AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaLAWN_SPRINKLER(AREA QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCOVERING_POOL(RADIUS QUESTION1),ALT:CIRCLE-RADIUS
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCOVERING_POOL(DIAMETER QUESTION1),ALT:CIRCLE-DIAMETER
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDOG_ON_A_ROPE(AREA QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaDOG_ON_A_ROPE(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaLAWN_SPRINKLER_2(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaLAWN_SPRINKLER_2(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaLAWN_SPRINKLER_2(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-HEIGHT QUESTION1),ALT:TRIANGLE-SIDE
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-AREA QUESTION1),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-HEIGHT QUESTION2),ALT:TRIANGLE-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-HEIGHT QUESTION3),ALT:TRIANGLE-SIDE
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-AREA QUESTION2),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(TROG-AREA QUESTION3),ALT:TRIANGLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTROGS(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaWATERING_VEGGIES(WATERED-AREA QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaWATERING_VEGGIES(TOTAL-GARDEN QUESTION1),ALT:PARALLELOGRAM-AREA
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaWATERING_VEGGIES(UNWATERED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaONE_CIRCLE_IN_CIRCLE(CIRCLE-AREA_C QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaONE_CIRCLE_IN_CIRCLE(CIRCLE-AREA_A QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaONE_CIRCLE_IN_SQUARE(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
2,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaTWO_CIRCLES_IN_CIRCLE(CIRCLE-RADIUS_AB QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_DIAMETER(RADIUS QUESTION1),ALT:CIRCLE-RADIUS
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_DIAMETER(AREA QUESTION1),ALT:CIRCLE-AREA
1,Stu_7dadea175538760bab3eb0216d91e3ef,Unit AreaCIRCLE_DIAMETER(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaRECTANGLE_ABCD(AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaRECTANGLE_ABCD(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaRECTANGLE_ABCD(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(POOL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(LARGE-RECTANGLE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaBUILDING_A_SIDEWALK(SIDEWALK-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPARALLELOGRAM_ABDE(AREA QUESTION1),ALT:PARALLELOGRAM-AREA
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPARALLELOGRAM_ABDE(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPARALLELOGRAM_ABDE(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaSQUARE_ABCD(AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaSQUARE_ABCD(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaSQUARE_ABCD(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(WALL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(WALL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(WALL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION1),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION2),ALT:PARALLELOGRAM-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(DOOR-AREA QUESTION3),ALT:PARALLELOGRAM-AREA
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaPAINTING_THE_WALL(PAINTED-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(AREA QUESTION1),ALT:TRAPEZOID-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(AREA QUESTION1),ALT:TRAPEZOID-AREA
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_ABCD(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_AREA(AREA QUESTION1),ALT:TRAPEZOID-AREA
1,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_HEIGHT(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT
2,Stu_ca9efbdfd732adc02df2ab44092e1e85,Unit AreaTRAPEZOID_BASE(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE
